template_id,instance_id,query_group_id,plan_strategy,strategy_tag,n_ops,n_joins_plan,n_sel_plan,n_agg_plan,n_sort_plan,join_typ,access,n_pipe,pipe_max,n_par,par_max,d_0,d_1,d_2,d_3,n_cross,n_push,tier_span,read_total,write_total,inter_max,reduce,cost,cost_ratio_to_best,optimal,plan_template_id,best_strategy_tag,n_terms,n_rel,n_joins_query,n_anti,n_sel_query,n_agg_query,n_group,n_sort_query,depth,size_class_max,n_large,n_small,tier_min,tier_max,input_mb,query_class
Q7_I12_T08,Q7_I12,Q7,"home, p3, sort_merge",8,13,4,2,1,3,2,0,0,0,9,3,113057.0,2.0,42303.3,0.0,0,0,2,118520.9,36841.4,19227.0,6e-06,173.2373,1.2602,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T09,Q7_I12,Q7,"l2, serial, nested_loop",9,11,4,2,1,1,0,0,0,0,0,0,78960.0,34097.0,311481.3,0.0,2,2,2,387697.9,36840.4,19227.0,6e-06,704.9596,5.1282,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T10,Q7_I12,Q7,"l2, serial, nested_loop, pipelined",10,11,4,2,1,1,0,0,5,5,0,0,78960.0,34097.0,311449.2,0.0,2,2,2,387697.9,36808.3,19227.0,6e-06,704.9259,5.128,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T11,Q7_I12,Q7,"l2, serial, hash",11,11,4,2,1,1,1,0,0,0,0,0,78960.0,34097.0,72043.3,0.0,2,2,2,148259.9,36840.4,19227.0,6e-06,465.5216,3.3864,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T12,Q7_I12,Q7,"l2, serial, hash, pipelined",12,11,4,2,1,1,1,0,5,5,0,0,78960.0,34097.0,72011.2,0.0,2,2,2,148259.9,36808.3,19227.0,6e-06,465.4879,3.3862,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T13,Q7_I12,Q7,"l2, serial, index_nested_loop",13,11,4,2,1,1,3,1,0,0,0,0,78960.0,34097.0,27516.6,0.0,2,2,2,103733.2,36840.4,19227.0,6e-06,420.995,3.0625,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T14,Q7_I12,Q7,"l2, serial, index_nested_loop, pipelined",14,11,4,2,1,1,3,1,5,5,0,0,78960.0,34097.0,27484.5,0.0,2,2,2,103733.2,36808.3,19227.0,6e-06,420.9612,3.0623,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T15,Q7_I12,Q7,"l2, serial, sort_merge",15,13,4,2,1,3,2,0,0,0,0,0,78960.0,34097.0,42305.3,0.0,2,2,2,118520.9,36841.4,19227.0,6e-06,435.7837,3.1701,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T16,Q7_I12,Q7,"l2, serial, sort_merge, pipelined",16,13,4,2,1,3,2,0,5,5,0,0,78960.0,34097.0,42273.2,0.0,2,2,2,118520.9,36809.3,19227.0,6e-06,435.7499,3.1698,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T17,Q7_I12,Q7,"l2, p3, nested_loop",17,11,4,2,1,1,0,0,0,0,9,3,78960.0,34097.0,311481.3,0.0,2,2,2,387697.9,36840.4,19227.0,6e-06,234.9882,1.7094,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T18,Q7_I12,Q7,"l2, p3, nested_loop, pipelined",18,11,4,2,1,1,0,0,5,5,9,3,78960.0,34097.0,311449.2,0.0,2,2,2,387697.9,36808.3,19227.0,6e-06,234.9766,1.7093,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T19,Q7_I12,Q7,"l2, p3, hash",19,11,4,2,1,1,1,0,0,0,9,3,78960.0,34097.0,72043.3,0.0,2,2,2,148259.9,36840.4,19227.0,6e-06,155.1756,1.1288,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T20,Q7_I12,Q7,"l2, p3, hash, pipelined",20,11,4,2,1,1,1,0,5,5,9,3,78960.0,34097.0,72011.2,0.0,2,2,2,148259.9,36808.3,19227.0,6e-06,155.164,1.1287,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T21,Q7_I12,Q7,"l2, p3, index_nested_loop",21,11,4,2,1,1,3,1,0,0,9,3,78960.0,34097.0,27516.6,0.0,2,2,2,103733.2,36840.4,19227.0,6e-06,140.3334,1.0209,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T22,Q7_I12,Q7,"l2, p3, index_nested_loop, pipelined",22,11,4,2,1,1,3,1,5,5,9,3,78960.0,34097.0,27484.5,0.0,2,2,2,103733.2,36808.3,19227.0,6e-06,140.3217,1.0208,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T23,Q7_I12,Q7,"l2, p3, sort_merge",23,13,4,2,1,3,2,0,0,0,9,3,78960.0,34097.0,42305.3,0.0,2,2,2,118520.9,36841.4,19227.0,6e-06,145.2643,1.0567,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T24,Q7_I12,Q7,"l2, p3, sort_merge, pipelined",24,13,4,2,1,3,2,0,5,5,9,3,78960.0,34097.0,42273.2,0.0,2,2,2,118520.9,36809.3,19227.0,6e-06,145.2527,1.0566,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T25,Q7_I12,Q7,"l3, serial, nested_loop",25,11,4,2,1,1,0,0,0,0,0,0,78960.0,34097.0,5280.0,306201.3,4,4,3,387697.9,36840.4,19227.0,6e-06,459.993,3.3462,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T26,Q7_I12,Q7,"l3, serial, nested_loop, pipelined",26,11,4,2,1,1,0,0,5,5,0,0,78960.0,34097.0,5280.0,306169.2,4,4,3,387697.9,36808.3,19227.0,6e-06,459.9859,3.3462,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T27,Q7_I12,Q7,"l3, serial, hash",27,11,4,2,1,1,1,0,0,0,0,0,78960.0,34097.0,5280.0,66763.3,4,4,3,148259.9,36840.4,19227.0,6e-06,412.1054,2.9978,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T28,Q7_I12,Q7,"l3, serial, hash, pipelined",28,11,4,2,1,1,1,0,5,5,0,0,78960.0,34097.0,5280.0,66731.2,4,4,3,148259.9,36808.3,19227.0,6e-06,412.0983,2.9978,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T29,Q7_I12,Q7,"l3, serial, index_nested_loop",29,11,4,2,1,1,3,1,0,0,0,0,78960.0,34097.0,5280.0,22236.6,4,4,3,103733.2,36840.4,19227.0,6e-06,403.2001,2.9331,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T30,Q7_I12,Q7,"l3, serial, index_nested_loop, pipelined",30,11,4,2,1,1,3,1,5,5,0,0,78960.0,34097.0,5280.0,22204.5,4,4,3,103733.2,36808.3,19227.0,6e-06,403.193,2.933,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T31,Q7_I12,Q7,"l3, serial, sort_merge",31,13,4,2,1,3,2,0,0,0,0,0,78960.0,34097.0,5280.0,37025.3,4,4,3,118520.9,36841.4,19227.0,6e-06,406.1579,2.9546,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T32,Q7_I12,Q7,"l3, serial, sort_merge, pipelined",32,13,4,2,1,3,2,0,5,5,0,0,78960.0,34097.0,5280.0,36993.2,4,4,3,118520.9,36809.3,19227.0,6e-06,406.1507,2.9545,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T33,Q7_I12,Q7,"l3, p3, nested_loop",33,11,4,2,1,1,0,0,0,0,3,3,78960.0,34097.0,5280.0,306201.3,4,4,3,387697.9,36840.4,19227.0,6e-06,194.2672,1.4132,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T34,Q7_I12,Q7,"l3, p3, nested_loop, pipelined",34,11,4,2,1,1,0,0,5,5,3,3,78960.0,34097.0,5280.0,306169.2,4,4,3,387697.9,36808.3,19227.0,6e-06,194.2601,1.4131,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T35,Q7_I12,Q7,"l3, p3, hash",35,11,4,2,1,1,1,0,0,0,3,3,78960.0,34097.0,5280.0,66763.3,4,4,3,148259.9,36840.4,19227.0,6e-06,146.3796,1.0648,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T36,Q7_I12,Q7,"l3, p3, hash, pipelined",36,11,4,2,1,1,1,0,5,5,3,3,78960.0,34097.0,5280.0,66731.2,4,4,3,148259.9,36808.3,19227.0,6e-06,146.3725,1.0648,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T37,Q7_I12,Q7,"l3, p3, index_nested_loop",37,11,4,2,1,1,3,1,0,0,3,3,78960.0,34097.0,5280.0,22236.6,4,4,3,103733.2,36840.4,19227.0,6e-06,137.4743,1.0001,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T38,Q7_I12,Q7,"l3, p3, index_nested_loop, pipelined",38,11,4,2,1,1,3,1,5,5,3,3,78960.0,34097.0,5280.0,22204.5,4,4,3,103733.2,36808.3,19227.0,6e-06,137.4672,1.0,1,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T39,Q7_I12,Q7,"l3, p3, sort_merge",39,13,4,2,1,3,2,0,0,0,3,3,78960.0,34097.0,5280.0,37025.3,4,4,3,118520.9,36841.4,19227.0,6e-06,140.4321,1.0216,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q7_I12_T40,Q7_I12,Q7,"l3, p3, sort_merge, pipelined",40,13,4,2,1,3,2,0,5,5,3,3,78960.0,34097.0,5280.0,36993.2,4,4,3,118520.9,36809.3,19227.0,6e-06,140.4249,1.0215,0,Q7_I12_T38,38,1,5,4,0,2,1,3,3,2,large,3,2,0,2,81680.0,"derived table, five-way join, group, sort"
Q8_I12_T01,Q8_I12,Q8,"home, serial, nested_loop",1,15,6,3,1,1,0,0,0,0,0,0,147511.0,0.0,79699.7,0.0,0,0,2,155930.1,71280.6,64090.0,6e-06,706.8912,4.2137,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T03,Q8_I12,Q8,"home, serial, index_nested_loop",3,15,6,3,1,1,3,1,0,0,0,0,147511.0,0.0,76757.8,0.0,0,0,2,152988.2,71280.6,64090.0,6e-06,703.9493,4.1962,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T04,Q8_I12,Q8,"home, serial, sort_merge",4,17,6,3,1,3,2,0,0,0,0,0,147511.0,2.0,79699.7,0.0,0,0,2,155931.1,71281.6,64090.0,6e-06,706.8949,4.2137,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T05,Q8_I12,Q8,"home, p3, nested_loop",5,15,6,3,1,1,0,0,0,0,13,3,147511.0,0.0,79699.7,0.0,0,0,2,155930.1,71280.6,64090.0,6e-06,235.6321,1.4046,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T07,Q8_I12,Q8,"home, p3, index_nested_loop",7,15,6,3,1,1,3,1,0,0,13,3,147511.0,0.0,76757.8,0.0,0,0,2,152988.2,71280.6,64090.0,6e-06,234.6515,1.3987,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T08,Q8_I12,Q8,"home, p3, sort_merge",8,17,6,3,1,3,2,0,0,0,13,3,147511.0,2.0,79699.7,0.0,0,0,2,155931.1,71281.6,64090.0,6e-06,235.6358,1.4046,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T09,Q8_I12,Q8,"l2, serial, nested_loop",9,15,6,3,1,1,0,0,0,0,0,0,78960.0,64090.0,84160.7,0.0,2,2,2,155930.1,71280.6,64090.0,6e-06,534.4637,3.1859,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T10,Q8_I12,Q8,"l2, serial, nested_loop, pipelined",10,15,6,3,1,1,0,0,7,7,0,0,78960.0,64090.0,84154.2,0.0,2,2,2,155930.1,71274.1,64090.0,6e-06,534.4568,3.1859,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T13,Q8_I12,Q8,"l2, serial, index_nested_loop",13,15,6,3,1,1,3,1,0,0,0,0,78960.0,64090.0,81218.8,0.0,2,2,2,152988.2,71280.6,64090.0,6e-06,531.5218,3.1684,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T14,Q8_I12,Q8,"l2, serial, index_nested_loop, pipelined",14,15,6,3,1,1,3,1,7,7,0,0,78960.0,64090.0,81212.3,0.0,2,2,2,152988.2,71274.1,64090.0,6e-06,531.515,3.1683,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T15,Q8_I12,Q8,"l2, serial, sort_merge",15,17,6,3,1,3,2,0,0,0,0,0,78960.0,64090.0,84162.7,0.0,2,2,2,155931.1,71281.6,64090.0,6e-06,534.4657,3.1859,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T16,Q8_I12,Q8,"l2, serial, sort_merge, pipelined",16,17,6,3,1,3,2,0,7,7,0,0,78960.0,64090.0,84156.2,0.0,2,2,2,155931.1,71275.1,64090.0,6e-06,534.4589,3.1859,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T17,Q8_I12,Q8,"l2, p3, nested_loop",17,15,6,3,1,1,0,0,0,0,13,3,78960.0,64090.0,84160.7,0.0,2,2,2,155930.1,71280.6,64090.0,6e-06,178.1563,1.062,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T18,Q8_I12,Q8,"l2, p3, nested_loop, pipelined",18,15,6,3,1,1,0,0,7,7,13,3,78960.0,64090.0,84154.2,0.0,2,2,2,155930.1,71274.1,64090.0,6e-06,178.1536,1.062,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T21,Q8_I12,Q8,"l2, p3, index_nested_loop",21,15,6,3,1,1,3,1,0,0,13,3,78960.0,64090.0,81218.8,0.0,2,2,2,152988.2,71280.6,64090.0,6e-06,177.1756,1.0561,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T22,Q8_I12,Q8,"l2, p3, index_nested_loop, pipelined",22,15,6,3,1,1,3,1,7,7,13,3,78960.0,64090.0,81212.3,0.0,2,2,2,152988.2,71274.1,64090.0,6e-06,177.173,1.0561,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T23,Q8_I12,Q8,"l2, p3, sort_merge",23,17,6,3,1,3,2,0,0,0,13,3,78960.0,64090.0,84162.7,0.0,2,2,2,155931.1,71281.6,64090.0,6e-06,178.1583,1.062,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T24,Q8_I12,Q8,"l2, p3, sort_merge, pipelined",24,17,6,3,1,3,2,0,7,7,13,3,78960.0,64090.0,84156.2,0.0,2,2,2,155931.1,71275.1,64090.0,6e-06,178.1557,1.062,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T25,Q8_I12,Q8,"l3, serial, nested_loop",25,15,6,3,1,1,0,0,0,0,0,0,78960.0,64090.0,12711.0,71449.7,6,6,3,155930.1,71280.6,64090.0,6e-06,477.2988,2.8451,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T26,Q8_I12,Q8,"l3, serial, nested_loop, pipelined",26,15,6,3,1,1,0,0,7,7,0,0,78960.0,64090.0,12711.0,71443.2,6,6,3,155930.1,71274.1,64090.0,6e-06,477.2973,2.8451,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T29,Q8_I12,Q8,"l3, serial, index_nested_loop",29,15,6,3,1,1,3,1,0,0,0,0,78960.0,64090.0,9753.1,71465.7,6,6,3,152988.2,71280.6,64090.0,6e-06,474.3441,2.8275,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T30,Q8_I12,Q8,"l3, serial, index_nested_loop, pipelined",30,15,6,3,1,1,3,1,7,7,0,0,78960.0,64090.0,9753.1,71459.2,6,6,3,152988.2,71274.1,64090.0,6e-06,474.3426,2.8275,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T31,Q8_I12,Q8,"l3, serial, sort_merge",31,17,6,3,1,3,2,0,0,0,0,0,78960.0,64090.0,12711.0,71451.7,6,6,3,155931.1,71281.6,64090.0,6e-06,477.2992,2.8451,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T32,Q8_I12,Q8,"l3, serial, sort_merge, pipelined",32,17,6,3,1,3,2,0,7,7,0,0,78960.0,64090.0,12711.0,71445.2,6,6,3,155931.1,71275.1,64090.0,6e-06,477.2977,2.8451,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T33,Q8_I12,Q8,"l3, p3, nested_loop",33,15,6,3,1,1,0,0,0,0,3,3,78960.0,64090.0,12711.0,71449.7,6,6,3,155930.1,71280.6,64090.0,6e-06,170.7154,1.0176,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T34,Q8_I12,Q8,"l3, p3, nested_loop, pipelined",34,15,6,3,1,1,0,0,7,7,3,3,78960.0,64090.0,12711.0,71443.2,6,6,3,155930.1,71274.1,64090.0,6e-06,170.7139,1.0176,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T37,Q8_I12,Q8,"l3, p3, index_nested_loop",37,15,6,3,1,1,3,1,0,0,3,3,78960.0,64090.0,9753.1,71465.7,6,6,3,152988.2,71280.6,64090.0,6e-06,167.7607,1.0,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T38,Q8_I12,Q8,"l3, p3, index_nested_loop, pipelined",38,15,6,3,1,1,3,1,7,7,3,3,78960.0,64090.0,9753.1,71459.2,6,6,3,152988.2,71274.1,64090.0,6e-06,167.7593,1.0,1,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T39,Q8_I12,Q8,"l3, p3, sort_merge",39,17,6,3,1,3,2,0,0,0,3,3,78960.0,64090.0,12711.0,71451.7,6,6,3,155931.1,71281.6,64090.0,6e-06,170.7158,1.0176,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q8_I12_T40,Q8_I12,Q8,"l3, p3, sort_merge, pipelined",40,17,6,3,1,3,2,0,7,7,3,3,78960.0,64090.0,12711.0,71445.2,6,6,3,155931.1,71275.1,64090.0,6e-06,170.7144,1.0176,0,Q8_I12_T38,38,1,7,6,0,3,2,1,1,2,large,4,3,0,2,84650.0,"derived table, seven-way join, ratio aggregate"
Q9_I12_T01,Q9_I12,Q9,"home, serial, nested_loop",1,13,5,1,1,1,0,0,0,0,0,0,179900.0,0.0,93705.0,0.0,0,0,2,183337.2,90267.7,64090.0,5e-06,859.6003,4.2403,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T03,Q9_I12,Q9,"home, serial, index_nested_loop",3,13,5,1,1,1,3,1,0,0,0,0,179900.0,0.0,93580.7,0.0,0,0,2,183213.0,90267.7,64090.0,5e-06,859.4761,4.2397,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T04,Q9_I12,Q9,"home, serial, sort_merge",4,15,5,1,1,3,2,0,0,0,0,0,179900.0,2.0,93705.0,0.0,0,0,2,183338.2,90268.7,64090.0,5e-06,859.6041,4.2404,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T05,Q9_I12,Q9,"home, p3, nested_loop",5,13,5,1,1,1,0,0,0,0,11,3,179900.0,0.0,93705.0,0.0,0,0,2,183337.2,90267.7,64090.0,5e-06,286.5351,1.4135,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T07,Q9_I12,Q9,"home, p3, index_nested_loop",7,13,5,1,1,1,3,1,0,0,11,3,179900.0,0.0,93580.7,0.0,0,0,2,183213.0,90267.7,64090.0,5e-06,286.4937,1.4132,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T08,Q9_I12,Q9,"home, p3, sort_merge",8,15,5,1,1,3,2,0,0,0,11,3,179900.0,2.0,93705.0,0.0,0,0,2,183338.2,90268.7,64090.0,5e-06,286.5389,1.4135,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T09,Q9_I12,Q9,"l2, serial, nested_loop",9,13,5,1,1,1,0,0,0,0,0,0,89950.0,89950.0,93705.0,0.0,3,3,2,183337.2,90267.7,64090.0,5e-06,638.2304,3.1483,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T10,Q9_I12,Q9,"l2, serial, nested_loop, pipelined",10,13,5,1,1,1,0,0,6,6,0,0,89950.0,89950.0,93695.7,0.0,3,3,2,183337.2,90258.5,64090.0,5e-06,638.2206,3.1483,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T13,Q9_I12,Q9,"l2, serial, index_nested_loop",13,13,5,1,1,1,3,1,0,0,0,0,89950.0,89950.0,93580.7,0.0,3,3,2,183213.0,90267.7,64090.0,5e-06,638.1061,3.1477,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T14,Q9_I12,Q9,"l2, serial, index_nested_loop, pipelined",14,13,5,1,1,1,3,1,6,6,0,0,89950.0,89950.0,93571.5,0.0,3,3,2,183213.0,90258.5,64090.0,5e-06,638.0964,3.1477,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T15,Q9_I12,Q9,"l2, serial, sort_merge",15,15,5,1,1,3,2,0,0,0,0,0,89950.0,89950.0,93707.0,0.0,3,3,2,183338.2,90268.7,64090.0,5e-06,638.2324,3.1483,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T16,Q9_I12,Q9,"l2, serial, sort_merge, pipelined",16,15,5,1,1,3,2,0,6,6,0,0,89950.0,89950.0,93697.7,0.0,3,3,2,183338.2,90259.5,64090.0,5e-06,638.2227,3.1483,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
Q9_I12_T17,Q9_I12,Q9,"l2, p3, nested_loop",17,13,5,1,1,1,0,0,0,0,11,3,89950.0,89950.0,93705.0,0.0,3,3,2,183337.2,90267.7,64090.0,5e-06,212.7452,1.0495,0,Q9_I12_T38,38,1,6,5,0,1,1,2,2,2,large,4,2,0,2,93070.0,"derived table, six-way join, group, sort"
